club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
CA Osasuna,Lluís López,24,Spain,Centre-Back,CB,800000.0,Real Zaragoza,Spain,0.0,out,summer,Laliga,2021,False,
CA Osasuna,Matías Vargas,24,Argentina,Left Winger,LW,2700000.0,Adana Demirspor,Turkey,0.0,out,summer,Laliga,2021,True,free loan
CA Osasuna,Juan Camilo Becerra,23,Colombia,Centre-Forward,CF,350000.0,Ponferradina,Spain,0.0,out,summer,Laliga,2021,True,free loan
CA Osasuna,Víctor Gómez,21,Spain,Right-Back,RB,2500000.0,Málaga CF,Spain,0.0,out,summer,Laliga,2021,True,free loan
CA Osasuna,Pol Lozano,21,Spain,Central Midfield,CM,800000.0,Girona,Spain,0.0,out,summer,Laliga,2021,True,free loan
CA Osasuna,Miguelón,25,Spain,Right-Back,RB,1000000.0,Villarreal,Spain,0.0,out,summer,Laliga,2021,True,end of loan
CA Osasuna,Álvaro Vadillo,26,Spain,Left Winger,LW,1000000.0,Celta de Vigo,Spain,0.0,out,summer,Laliga,2021,True,end of loan
CA Osasuna,Landry Dimata,23,Belgium,Centre-Forward,CF,3000000.0,RSC Anderlecht,Belgium,0.0,out,summer,Laliga,2021,True,end of loan
Levante UD,Ante Budimir,29,Croatia,Centre-Forward,CF,9000000.0,RCD Mallorca,Spain,8000000.0,in,summer,Laliga,2021,False,
Levante UD,Jonás Ramalho,28,Angola,Centre-Back,CB,1000000.0,Girona,Spain,700000.0,in,summer,Laliga,2021,False,
Levante UD,Kike García,31,Spain,Centre-Forward,CF,2800000.0,SD Eibar,Spain,0.0,in,summer,Laliga,2021,False,
Levante UD,Jesús Areso,21,Spain,Right-Back,RB,800000.0,Bilbao Athletic,Spain,0.0,in,summer,Laliga,2021,False,
Levante UD,Cote,31,Spain,Left-Back,LB,1500000.0,SD Eibar,Spain,0.0,in,summer,Laliga,2021,False,
Levante UD,Javi Ontiveros,23,Spain,Left Winger,LW,4000000.0,Villarreal,Spain,0.0,in,summer,Laliga,2021,True,free loan
Levante UD,Manu Sánchez,20,Spain,Left-Back,LB,8000000.0,Atlético Madrid,Spain,0.0,in,summer,Laliga,2021,True,free loan
Levante UD,Facundo Roncaglia,34,Argentina,Centre-Back,CB,1000000.0,Aris Limassol,Cyprus,0.0,out,summer,Laliga,2021,False,
Levante UD,Enric Gallego,34,Spain,Centre-Forward,CF,600000.0,CD Tenerife,Spain,0.0,out,summer,Laliga,2021,False,
Levante UD,Rubén Martínez,37,Spain,Goalkeeper,GK,500000.0,AEK Larnaca,Cyprus,0.0,out,summer,Laliga,2021,False,
Levante UD,Brandon Thomas,26,Spain,Centre-Forward,CF,600000.0,Málaga CF,Spain,0.0,out,summer,Laliga,2021,False,
Levante UD,Marc Cardona,26,Spain,Centre-Forward,CF,600000.0,Go Ahead Eagles,Netherlands,0.0,out,summer,Laliga,2021,True,free loan
Levante UD,Kike Saverio,22,Ecuador,Left Winger,LW,200000.0,Ponferradina,Spain,0.0,out,summer,Laliga,2021,True,free loan
Levante UD,Adrián López,33,Spain,Centre-Forward,CF,700000.0,Without Club,,,out,summer,Laliga,2021,False,
Levante UD,Jonás Ramalho,28,Angola,Centre-Back,CB,1000000.0,Girona,Spain,0.0,out,summer,Laliga,2021,True,end of loan
Levante UD,Manu Sánchez,20,Spain,Left-Back,LB,8000000.0,Atlético Madrid,Spain,0.0,out,summer,Laliga,2021,True,end of loan
Levante UD,Ante Budimir,29,Croatia,Centre-Forward,CF,9000000.0,RCD Mallorca,Spain,0.0,out,summer,Laliga,2021,True,end of loan
Levante UD,Jony,29,Spain,Left Winger,LW,1500000.0,Lazio,Italy,0.0,out,summer,Laliga,2021,True,end of loan
Levante UD,Jonathan Calleri,27,Argentina,Centre-Forward,CF,5000000.0,Maldonado,Uruguay,0.0,out,summer,Laliga,2021,True,end of loan
Valencia CF,Enric Franquesa,24,Spain,Left-Back,LB,800000.0,Villarreal,Spain,750000.0,in,summer,Laliga,2021,False,
Valencia CF,Roberto Soldado,36,Spain,Centre-Forward,CF,1000000.0,Granada CF,Spain,500000.0,in,summer,Laliga,2021,False,
Valencia CF,Roger Brugué,24,Spain,Right Winger,RW,400000.0,Gimnàstic,Spain,0.0,in,summer,Laliga,2021,False,
Valencia CF,Shkodran Mustafi,29,Germany,Centre-Back,CB,2500000.0,Without Club,,,in,summer,Laliga,2021,False,
Valencia CF,Rubén Rochina,30,Spain,Right Winger,RW,2800000.0,Granada CF,Spain,0.0,out,summer,Laliga,2021,False,
Valencia CF,Toño García,31,Spain,Left-Back,LB,800000.0,SD Eibar,Spain,0.0,out,summer,Laliga,2021,False,
Valencia CF,Cheick Doukouré,28,Cote d'Ivoire,Defensive Midfield,DM,600000.0,CD Leganés,Spain,0.0,out,summer,Laliga,2021,False,
Valencia CF,Arturo Molina,25,Spain,Attacking Midfield,AM,300000.0,CF Fuenlabrada,Spain,0.0,out,summer,Laliga,2021,False,
Valencia CF,Sergio León,32,Spain,Centre-Forward,CF,1200000.0,Real Valladolid,Spain,0.0,out,summer,Laliga,2021,False,
Valencia CF,Roger Brugué,24,Spain,Right Winger,RW,400000.0,CD Mirandés,Spain,0.0,out,summer,Laliga,2021,True,free loan
Valencia CF,Koke Vegas,25,Spain,Goalkeeper,GK,400000.0,Without Club,,,out,summer,Laliga,2021,False,
Valencia CF,Hernâni,30,Portugal,Right Winger,RW,1000000.0,Without Club,,,out,summer,Laliga,2021,False,
Getafe CF,Marcos André,24,Brazil,Centre-Forward,CF,8500000.0,Real Valladolid,Spain,8500000.0,in,summer,Laliga,2021,False,
Getafe CF,Dimitri Foulquier,28,Guadeloupe,Right-Back,RB,2500000.0,Granada CF,Spain,2500000.0,in,summer,Laliga,2021,False,
Getafe CF,Giorgi Mamardashvili,20,Georgia,Goalkeeper,GK,3000000.0,Dinamo Tbilisi,Georgia,200000.0,in,summer,Laliga,2021,True,loan with fee
Getafe CF,Omar Alderete,24,Paraguay,Centre-Back,CB,6000000.0,Hertha BSC,Germany,0.0,in,summer,Laliga,2021,True,free loan
Getafe CF,Hugo Duro,21,Spain,Centre-Forward,CF,5000000.0,Getafe,Spain,0.0,in,summer,Laliga,2021,True,free loan
Getafe CF,Hélder Costa,27,Angola,Right Winger,RW,8000000.0,Leeds,England,0.0,in,summer,Laliga,2021,True,free loan
Getafe CF,Javi Jiménez,24,Spain,Centre-Back,CB,200000.0,Albacete,Spain,0.0,out,summer,Laliga,2021,False,
Getafe CF,Kévin Gameiro,34,France,Centre-Forward,CF,3000000.0,R. Strasbourg,France,0.0,out,summer,Laliga,2021,False,
Getafe CF,Kang-in Lee,20,"Korea, South",Attacking Midfield,AM,10000000.0,RCD Mallorca,Spain,0.0,out,summer,Laliga,2021,False,
Getafe CF,Rubén Sobrino,29,Spain,Centre-Forward,CF,1500000.0,Cádiz CF,Spain,,out,summer,Laliga,2021,False,
Getafe CF,Jorge Sáenz,24,Spain,Centre-Back,CB,1000000.0,Marítimo,Portugal,0.0,out,summer,Laliga,2021,True,free loan
Getafe CF,Eliaquim Mangala,30,France,Centre-Back,CB,2000000.0,Without Club,,,out,summer,Laliga,2021,False,
Getafe CF,Patrick Cutrone,23,Italy,Centre-Forward,CF,7000000.0,Wolves,England,0.0,out,summer,Laliga,2021,True,end of loan
Getafe CF,Ferro,24,Portugal,Centre-Back,CB,5000000.0,Benfica,Portugal,0.0,out,summer,Laliga,2021,True,end of loan
Getafe CF,Christian Oliva,25,Uruguay,Defensive Midfield,DM,3000000.0,Cagliari Calcio,Italy,0.0,out,summer,Laliga,2021,True,end of loan
Deportivo Alavés,Jakub Jankto,25,Czech Republic,Left Midfield,LM,8000000.0,Sampdoria,Italy,6000000.0,in,summer,Laliga,2021,False,
Deportivo Alavés,Carles Aleñá,23,Spain,Central Midfield,CM,15000000.0,Barcelona,Spain,5000000.0,in,summer,Laliga,2021,False,
Deportivo Alavés,Jonathan Silva,27,Argentina,Left-Back,LB,2500000.0,CD Leganés,Spain,2500000.0,in,summer,Laliga,2021,False,
Deportivo Alavés,Stefan Mitrovic,31,Serbia,Centre-Back,CB,1500000.0,R. Strasbourg,France,1000000.0,in,summer,Laliga,2021,False,
Deportivo Alavés,Sandro Ramírez,26,Spain,Centre-Forward,CF,3500000.0,SD Huesca,Spain,1000000.0,in,summer,Laliga,2021,True,loan with fee
Deportivo Alavés,Diego Conde,22,Spain,Goalkeeper,GK,300000.0,Atl. Madrid B,Spain,0.0,in,summer,Laliga,2021,False,
Deportivo Alavés,Darío Poveda,24,Spain,Centre-Forward,CF,400000.0,Atl. Madrid B,Spain,0.0,in,summer,Laliga,2021,False,
Deportivo Alavés,Jorge Cuenca,21,Spain,Centre-Back,CB,6000000.0,Villarreal,Spain,0.0,in,summer,Laliga,2021,True,free loan
Deportivo Alavés,Florentino,22,Portugal,Defensive Midfield,DM,10000000.0,Benfica,Portugal,0.0,in,summer,Laliga,2021,True,free loan
Deportivo Alavés,José Macías,21,Mexico,Centre-Forward,CF,10000000.0,Chivas,Mexico,0.0,in,summer,Laliga,2021,True,free loan
Deportivo Alavés,Vitolo,31,Spain,Left Winger,LW,4000000.0,Atlético Madrid,Spain,0.0,in,summer,Laliga,2021,True,free loan
Deportivo Alavés,Marc Cucurella,23,Spain,Left Midfield,LM,20000000.0,Brighton,England,18000000.0,out,summer,Laliga,2021,False,
Deportivo Alavés,Amath Ndiaye,24,Senegal,Left Winger,LW,4000000.0,RCD Mallorca,Spain,3000000.0,out,summer,Laliga,2021,False,
Deportivo Alavés,Ángel Rodríguez,34,Spain,Centre-Forward,CF,2000000.0,RCD Mallorca,Spain,0.0,out,summer,Laliga,2021,False,
Deportivo Alavés,Xabi Etxeita,33,Spain,Centre-Back,CB,800000.0,SD Eibar,Spain,0.0,out,summer,Laliga,2021,False,
Deportivo Alavés,Francisco Portillo,31,Spain,Right Winger,RW,1500000.0,UD Almería,Spain,0.0,out,summer,Laliga,2021,False,
Deportivo Alavés,Jack Harper,25,Scotland,Centre-Forward,CF,300000.0,Racing,Spain,0.0,out,summer,Laliga,2021,True,free loan
Deportivo Alavés,Ignasi Miquel,28,Spain,Centre-Back,CB,1000000.0,SD Huesca,Spain,0.0,out,summer,Laliga,2021,True,free loan
Deportivo Alavés,Hugo Duro,21,Spain,Centre-Forward,CF,5000000.0,Valencia,Spain,0.0,out,summer,Laliga,2021,True,free loan
Deportivo Alavés,Miguel Rubio,23,Spain,Centre-Back,CB,150000.0,Burgos CF,Spain,0.0,out,summer,Laliga,2021,True,free loan
Deportivo Alavés,Cucho Hernández,22,Colombia,Centre-Forward,CF,9000000.0,Watford,England,0.0,out,summer,Laliga,2021,True,end of loan
Deportivo Alavés,Soufiane Chakla,27,Morocco,Centre-Back,CB,800000.0,Villarreal,Spain,0.0,out,summer,Laliga,2021,True,end of loan
Deportivo Alavés,Takefusa Kubo,20,Japan,Right Winger,RW,10000000.0,Real Madrid,Spain,0.0,out,summer,Laliga,2021,True,end of loan
Deportivo Alavés,Carles Aleñá,23,Spain,Central Midfield,CM,15000000.0,Barcelona,Spain,0.0,out,summer,Laliga,2021,True,end of loan
Deportivo Alavés,Darío Poveda,24,Spain,Centre-Forward,CF,400000.0,Atl. Madrid B,Spain,0.0,out,summer,Laliga,2021,True,end of loan
Elche CF,Mamadou Sylla,27,Senegal,Centre-Forward,CF,1500000.0,Girona,Spain,1150000.0,in,summer,Laliga,2021,False,
Elche CF,Miguel de la Fuente,21,Spain,Centre-Forward,CF,500000.0,Valladolid B,Spain,0.0,in,summer,Laliga,2021,False,
Elche CF,Taichi Hara,22,Japan,Centre-Forward,CF,1000000.0,NK Istra,Croatia,0.0,in,summer,Laliga,2021,False,
Elche CF,Toni Moya,23,Spain,Central Midfield,CM,400000.0,Atl. Madrid B,Spain,0.0,in,summer,Laliga,2021,False,
Elche CF,Florian Lejeune,30,France,Centre-Back,CB,3000000.0,Newcastle,England,,in,summer,Laliga,2021,False,
Elche CF,Matt Miazga,26,United States,Centre-Back,CB,3000000.0,Chelsea,England,0.0,in,summer,Laliga,2021,True,free loan
Elche CF,Manu García,23,Spain,Attacking Midfield,AM,4000000.0,Sporting Gijón,Spain,0.0,in,summer,Laliga,2021,True,free loan
Elche CF,Iván Martín,22,Spain,Attacking Midfield,AM,800000.0,Villarreal,Spain,0.0,in,summer,Laliga,2021,True,free loan
Elche CF,Mamadou Loum,24,Senegal,Defensive Midfield,DM,2500000.0,FC Porto,Portugal,0.0,in,summer,Laliga,2021,True,free loan
Elche CF,Facundo Pellistri,19,Uruguay,Right Winger,RW,6000000.0,Man Utd,England,0.0,in,summer,Laliga,2021,True,free loan
Elche CF,Ramón Miérez,24,Argentina,Centre-Forward,CF,5000000.0,NK Osijek,Croatia,2500000.0,out,summer,Laliga,2021,False,
Elche CF,Olivier Verdon,25,Benin,Centre-Back,CB,1300000.0,Ludogorets,Bulgaria,1000000.0,out,summer,Laliga,2021,False,
Elche CF,Lucas Pérez,32,Spain,Centre-Forward,CF,2500000.0,Elche CF,Spain,0.0,out,summer,Laliga,2021,False,
Elche CF,Manu García,35,Spain,Defensive Midfield,DM,800000.0,Aris Limassol,Cyprus,0.0,out,summer,Laliga,2021,False,
Elche CF,Rafa Páez,26,Spain,Centre-Back,CB,50000.0,Mar Menor FC,Spain,0.0,out,summer,Laliga,2021,False,
Elche CF,Javi Muñoz,26,Spain,Central Midfield,CM,700000.0,SD Eibar,Spain,0.0,out,summer,Laliga,2021,False,
Elche CF,Rafa Navarro,27,Spain,Right-Back,RB,300000.0,NK Istra,Croatia,0.0,out,summer,Laliga,2021,False,
Elche CF,Taichi Hara,22,Japan,Centre-Forward,CF,1000000.0,Sint-Truiden,Belgium,0.0,out,summer,Laliga,2021,True,free loan
Elche CF,Carlos Isaac,23,Spain,Right-Back,RB,200000.0,Real Oviedo,Spain,0.0,out,summer,Laliga,2021,True,free loan
Elche CF,José Luis Rodríguez,23,Panama,Left Winger,LW,700000.0,Sporting Gijón,Spain,0.0,out,summer,Laliga,2021,True,free loan
Elche CF,Borja Sainz,20,Spain,Left Winger,LW,2000000.0,Real Zaragoza,Spain,0.0,out,summer,Laliga,2021,True,free loan
Elche CF,Abdallahi Mahmoud,21,Mauritania,Central Midfield,CM,300000.0,NK Istra,Croatia,0.0,out,summer,Laliga,2021,True,free loan
Elche CF,Rodrigo Ely,27,Brazil,Centre-Back,CB,2200000.0,Without Club,,,out,summer,Laliga,2021,False,
Elche CF,Fabrice Ondoa,25,Cameroon,Goalkeeper,GK,250000.0,Without Club,,,out,summer,Laliga,2021,False,
Elche CF,Burgui,27,Spain,Left Winger,LW,700000.0,Without Club,,,out,summer,Laliga,2021,False,
Elche CF,Jota Peleteiro,30,Spain,Right Winger,RW,1500000.0,Without Club,,,out,summer,Laliga,2021,False,
Elche CF,Iñigo Córdoba,24,Spain,Left Winger,LW,1500000.0,Athletic,Spain,0.0,out,summer,Laliga,2021,True,end of loan
Elche CF,Facundo Pellistri,19,Uruguay,Right Winger,RW,6000000.0,Man Utd,England,0.0,out,summer,Laliga,2021,True,end of loan
Elche CF,Florian Lejeune,30,France,Centre-Back,CB,3000000.0,Newcastle,England,0.0,out,summer,Laliga,2021,True,end of loan
Elche CF,Rodrigo Battaglia,29,Argentina,Central Midfield,CM,2500000.0,Sporting CP,Portugal,0.0,out,summer,Laliga,2021,True,end of loan
RCD Mallorca,Iván Marcone,31,Argentina,Defensive Midfield,DM,3000000.0,Boca Juniors,Argentina,4000000.0,in,summer,Laliga,2021,False,
RCD Mallorca,Lucas Boyé,25,Argentina,Centre-Forward,CF,3500000.0,Torino,Italy,2000000.0,in,summer,Laliga,2021,False,
RCD Mallorca,Johan Mojica,28,Colombia,Left-Back,LB,3000000.0,Girona,Spain,1200000.0,in,summer,Laliga,2021,False,
RCD Mallorca,Gerard Gumbau,26,Spain,Defensive Midfield,DM,1000000.0,Girona,Spain,0.0,in,summer,Laliga,2021,False,
RCD Mallorca,Lucas Pérez,32,Spain,Centre-Forward,CF,2500000.0,Alavés,Spain,0.0,in,summer,Laliga,2021,False,
RCD Mallorca,Enzo Roco,28,Chile,Centre-Back,CB,1500000.0,Karagümrük,Turkey,0.0,in,summer,Laliga,2021,False,
RCD Mallorca,Omar Mascarell,28,Spain,Defensive Midfield,DM,3500000.0,FC Schalke 04,Germany,0.0,in,summer,Laliga,2021,False,
RCD Mallorca,Pedro Bigas,31,Spain,Centre-Back,CB,1200000.0,SD Eibar,Spain,0.0,in,summer,Laliga,2021,False,
RCD Mallorca,Darío Benedetto,31,Argentina,Centre-Forward,CF,5000000.0,Marseille,France,0.0,in,summer,Laliga,2021,True,free loan
RCD Mallorca,Kiko Casilla,34,Spain,Goalkeeper,GK,800000.0,Leeds,England,0.0,in,summer,Laliga,2021,True,free loan
RCD Mallorca,Javier Pastore,32,Argentina,Attacking Midfield,AM,1000000.0,Without Club,,,in,summer,Laliga,2021,False,
RCD Mallorca,Axel Werner,25,Argentina,Goalkeeper,GK,1000000.0,Without Club,,,in,summer,Laliga,2021,False,
RCD Mallorca,Luismi,29,Spain,Defensive Midfield,DM,500000.0,Real Oviedo,Spain,0.0,out,summer,Laliga,2021,False,
RCD Mallorca,Dani Calvo,27,Spain,Centre-Back,CB,1500000.0,Real Oviedo,Spain,0.0,out,summer,Laliga,2021,False,
RCD Mallorca,Ramón Folch,31,Spain,Central Midfield,CM,200000.0,CE Sabadell,Spain,0.0,out,summer,Laliga,2021,False,
RCD Mallorca,Miguel Cifuentes,30,Spain,Right-Back,RB,600000.0,UD Ibiza,Spain,0.0,out,summer,Laliga,2021,False,
RCD Mallorca,Omenuke Mfulu,27,DR Congo,Defensive Midfield,DM,800000.0,UD Las Palmas,Spain,0.0,out,summer,Laliga,2021,False,
RCD Mallorca,Manu Justo,25,Spain,Second Striker,SS,250000.0,Racing,Spain,0.0,out,summer,Laliga,2021,True,free loan
RCD Mallorca,Víctor Rodríguez,31,Spain,Left Winger,LW,500000.0,Without Club,,,out,summer,Laliga,2021,False,
RCD Mallorca,Nino,41,Spain,Centre-Forward,CF,,,,,out,summer,Laliga,2021,False,
RCD Mallorca,Paulo Gazzaniga,29,Argentina,Goalkeeper,GK,3000000.0,Spurs,England,0.0,out,summer,Laliga,2021,True,end of loan
RCD Mallorca,Johan Mojica,28,Colombia,Left-Back,LB,3000000.0,Girona,Spain,0.0,out,summer,Laliga,2021,True,end of loan
RCD Mallorca,Iván Marcone,31,Argentina,Defensive Midfield,DM,3000000.0,Boca Juniors,Argentina,0.0,out,summer,Laliga,2021,True,end of loan
RCD Mallorca,Lucas Boyé,25,Argentina,Centre-Forward,CF,3500000.0,Torino,Italy,0.0,out,summer,Laliga,2021,True,end of loan
Rayo Vallecano,Matthew Hoppe,20,United States,Centre-Forward,CF,4500000.0,FC Schalke 04,Germany,3500000.0,in,summer,Laliga,2021,False,
Rayo Vallecano,Amath Ndiaye,24,Senegal,Left Winger,LW,4000000.0,Getafe,Spain,3000000.0,in,summer,Laliga,2021,False,
Rayo Vallecano,Dominik Greif,24,Slovakia,Goalkeeper,GK,2000000.0,Slo. Bratislava,Slovakia,2500000.0,in,summer,Laliga,2021,False,
Rayo Vallecano,Pablo Maffeo,23,Spain,Right-Back,RB,3500000.0,VfB Stuttgart,Germany,500000.0,in,summer,Laliga,2021,True,loan with fee
Rayo Vallecano,Jaume Costa,33,Spain,Left-Back,LB,2000000.0,Villarreal,Spain,0.0,in,summer,Laliga,2021,False,
Rayo Vallecano,Kang-in Lee,20,"Korea, South",Attacking Midfield,AM,10000000.0,Valencia,Spain,0.0,in,summer,Laliga,2021,False,
Rayo Vallecano,Ángel Rodríguez,34,Spain,Centre-Forward,CF,2000000.0,Getafe,Spain,0.0,in,summer,Laliga,2021,False,
Rayo Vallecano,Takefusa Kubo,20,Japan,Right Winger,RW,10000000.0,Real Madrid,Spain,0.0,in,summer,Laliga,2021,True,free loan
Rayo Vallecano,Rodrigo Battaglia,30,Argentina,Central Midfield,CM,2500000.0,Sporting CP,Portugal,0.0,in,summer,Laliga,2021,True,free loan
Rayo Vallecano,Fer Niño,20,Spain,Centre-Forward,CF,5000000.0,Villarreal,Spain,0.0,in,summer,Laliga,2021,True,free loan
Rayo Vallecano,Ante Budimir,29,Croatia,Centre-Forward,CF,9000000.0,CA Osasuna,Spain,8000000.0,out,summer,Laliga,2021,False,
Rayo Vallecano,Stoichkov,27,Spain,Attacking Midfield,AM,2500000.0,SD Eibar,Spain,1000000.0,out,summer,Laliga,2021,False,
Rayo Vallecano,Josep Señé,29,Spain,Attacking Midfield,AM,400000.0,CD Lugo,Spain,0.0,out,summer,Laliga,2021,False,
Rayo Vallecano,Pablo Valcarce,28,Spain,Right Winger,RW,400000.0,Burgos CF,Spain,0.0,out,summer,Laliga,2021,False,
Rayo Vallecano,Fran Gámez,29,Spain,Right-Back,RB,500000.0,Real Zaragoza,Spain,0.0,out,summer,Laliga,2021,False,
Rayo Vallecano,Enzo Lombardo,24,France,Left Winger,LW,400000.0,SD Huesca,Spain,0.0,out,summer,Laliga,2021,False,
Rayo Vallecano,Igor Zlatanovic,23,Serbia,Centre-Forward,CF,500000.0,Maccabi Netanya,Israel,0.0,out,summer,Laliga,2021,False,
Rayo Vallecano,Miquel Parera,25,Spain,Goalkeeper,GK,200000.0,Racing,Spain,0.0,out,summer,Laliga,2021,False,
Rayo Vallecano,Álex Alegría,28,Spain,Centre-Forward,CF,500000.0,Burgos CF,Spain,0.0,out,summer,Laliga,2021,True,free loan
Rayo Vallecano,Braian Cufré,24,Argentina,Left-Back,LB,2000000.0,Málaga CF,Spain,0.0,out,summer,Laliga,2021,True,free loan
Rayo Vallecano,Aleksandar Trajkovski,28,North Macedonia,Left Winger,LW,400000.0,Aalborg BK,Denmark,0.0,out,summer,Laliga,2021,True,free loan
Rayo Vallecano,Álex López,27,Spain,Centre-Forward,CF,300000.0,Without Club,,,out,summer,Laliga,2021,False,
Rayo Vallecano,Murilo de Souza,26,Brazil,Right Winger,RW,600000.0,SC Braga,Portugal,0.0,out,summer,Laliga,2021,True,end of loan
Rayo Vallecano,Koke Vegas,25,Spain,Goalkeeper,GK,400000.0,Levante,Spain,0.0,out,summer,Laliga,2021,True,end of loan
Rayo Vallecano,Víctor Mollejo,20,Spain,Right Winger,RW,3000000.0,Atlético Madrid,Spain,0.0,out,summer,Laliga,2021,True,end of loan
Rayo Vallecano,Álvaro Giménez,30,Spain,Centre-Forward,CF,1000000.0,Cádiz CF,Spain,0.0,out,summer,Laliga,2021,True,end of loan
Rayo Vallecano,Amath Ndiaye,24,Senegal,Left Winger,LW,4000000.0,Getafe,Spain,0.0,out,summer,Laliga,2021,True,end of loan
Rayo Vallecano,Marc Cardona,25,Spain,Centre-Forward,CF,600000.0,CA Osasuna,Spain,0.0,out,summer,Laliga,2021,True,end of loan
